    1      37299762.04773     -42700237.95240     -37299762.04781
    2      12564937.21653      -5292864.29176     -33887921.97834
    3      -6229395.58980     -20764651.96585     -60764651.96623
    4      10899952.70184     -10842812.67405     -68047664.00793
    5       6229395.58971      20764651.96582     -60764651.96624
    6     -10899952.70181      10842812.67361     -68047664.00803
    7     -37299762.04790      42700237.95217     -37299762.04783
    8     -12564937.21643       5292864.29153     -33887921.97844
    9      46724679.24611       4955058.31711     -28337973.59672
   10      99525657.62274     -15813985.14666     -36961956.07320
   11      45059694.73142       -594890.06517     -62497715.62631
   12       1942846.70278       6476155.67573     -72202354.70382
   13     -45059694.73131        594890.06476     -62497715.62626
   14      -1942846.70280      -6476155.67618     -72202354.70365
   15     -46724679.24594      -4955058.31732     -28337973.59665
   16     -99525657.62278      15813985.14656     -36961956.07320
   17     159948431.69978       2312847.07645     -23460818.00386
   18      84338769.17379       5290383.48400     -43015621.18957
   19       1942846.70265       6476155.67569     -59250043.35131
   20      78475228.78140     -14254751.15730     -74273517.45596
   21      -1942846.70292      -6476155.67621     -59250043.35117
   22     -78475228.78166      14254751.15722     -74273517.45569
   23    -159948431.69965      -2312847.07650     -23460818.00372
   24     -84338769.17411      -5290383.48427     -43015621.18930
   25     115596665.44015      14667752.36391     -23470486.54865
   26     226434539.43794     -22075814.50883     -43418953.85157
   27     109733125.04779      -4877382.27730     -54728382.81505
   28       3922798.55466      13075995.18163     -78382176.78574
   29    -109733125.04765       4877382.27752     -54728382.81545
   30      -3922798.55467     -13075995.18279     -78382176.78574
   31    -115596665.44015     -14667752.36418     -23470486.54904
   32    -226434539.43779      22075814.50905     -43418953.85175
   33     287414937.56069      -3781695.07209     -17561444.27126
   34     152353503.12630      11666435.62548     -49765026.04663
   35       3922798.55470      13075995.18173     -52230186.42175
   36     142608252.44685     -20817733.30603     -80443343.26143
   37      -3922798.55466     -13075995.18279     -52230186.42174
   38    -142608252.44674      20817733.30508     -80443343.26136
   39    -287414937.56082       3781695.07214     -17561444.27126
   40    -152353503.12590     -11666435.62545     -49765026.04663
   41     183031820.34064      20869930.78978     -17280857.11694
   42     354460820.72426     -28667527.76397     -50097810.68651
   43     173286569.66118     -11614238.14173     -47959174.33177
   44       5849299.40825      19497664.69376     -84662157.86719
   45    -173286569.66138      11614238.14069     -47959174.33134
   46      -5849299.40795     -19497664.69358     -84662157.86726
   47    -183031820.34054     -20869930.78984     -17280857.11659
   48    -354460820.72442      28667527.76365     -50097810.68634
   49     415690200.50340     -10298713.83022     -11131569.09261
   50     219530344.41209      18145347.10603     -56285821.63433
   51       5849299.40821      19497664.69375     -45666828.47987
   52     205887652.15848     -27330293.73935     -86915780.79605
   53      -5849299.40800     -19497664.69360     -45666828.47993
   54    -205887652.15806      27330293.74028     -86915780.79584
   55    -415690200.50320      10298713.83002     -11131569.09232
   56    -219530344.41191     -18145347.10589     -56285821.63419
   57     250160303.57376      27334334.85454     -10810180.78890
   58     482786202.92652     -35173303.52011     -56611251.05224
   59     236517611.32014     -18141305.99085     -41440139.95056
   60       7795999.20434      25986664.01450     -91138428.21109
   61    -236517611.31991      18141305.99172     -41440139.95086
   62      -7795999.20427     -25986664.01421     -91138428.21120
