    1             0.00050            -0.00054            -0.00097
    2             0.00014            -0.00009            -0.00088
    3            -0.00000            -0.00019            -0.00158
    4             0.00014            -0.00014            -0.00177
    5            -0.00000             0.00019            -0.00158
    6            -0.00014             0.00014            -0.00177
    7            -0.00050             0.00054            -0.00097
    8            -0.00014             0.00009            -0.00088
    9             0.00045            -0.00009            -0.00074
   10             0.00104            -0.00046            -0.00096
   11             0.00045            -0.00014            -0.00162
   12             0.00000             0.00006            -0.00188
   13            -0.00045             0.00014            -0.00162
   14             0.00000            -0.00006            -0.00188
   15            -0.00045             0.00009            -0.00074
   16            -0.00104             0.00046            -0.00096
   17             0.00159            -0.00046            -0.00061
   18             0.00083            -0.00020            -0.00112
   19            -0.00000             0.00006            -0.00154
   20             0.00083            -0.00038            -0.00193
   21            -0.00000            -0.00006            -0.00154
   22            -0.00083             0.00038            -0.00193
   23            -0.00159             0.00046            -0.00061
   24            -0.00083             0.00020            -0.00112
   25             0.00111            -0.00020            -0.00061
   26             0.00233            -0.00090            -0.00113
   27             0.00111            -0.00038            -0.00142
   28             0.00000             0.00012            -0.00204
   29            -0.00111             0.00038            -0.00142
   30             0.00000            -0.00012            -0.00204
   31            -0.00111             0.00020            -0.00061
   32            -0.00233             0.00090            -0.00113
   33             0.00289            -0.00090            -0.00046
   34             0.00149            -0.00034            -0.00129
   35             0.00000             0.00012            -0.00136
   36             0.00149            -0.00064            -0.00209
   37             0.00000            -0.00012            -0.00136
   38            -0.00149             0.00064            -0.00209
   39            -0.00289             0.00090            -0.00046
   40            -0.00149             0.00034            -0.00129
   41             0.00177            -0.00034            -0.00045
   42             0.00363            -0.00135            -0.00130
   43             0.00177            -0.00064            -0.00125
   44             0.00000             0.00018            -0.00220
   45            -0.00177             0.00064            -0.00125
   46             0.00000            -0.00018            -0.00220
   47            -0.00177             0.00034            -0.00045
   48            -0.00363             0.00135            -0.00130
   49             0.00419            -0.00135            -0.00029
   50             0.00214            -0.00048            -0.00146
   51             0.00000             0.00018            -0.00119
   52             0.00214            -0.00089            -0.00226
   53             0.00000            -0.00018            -0.00119
   54            -0.00214             0.00089            -0.00226
   55            -0.00419             0.00135            -0.00029
   56            -0.00214             0.00048            -0.00146
   57             0.00242            -0.00048            -0.00028
   58             0.00493            -0.00180            -0.00147
   59             0.00242            -0.00089            -0.00108
   60            -0.00000             0.00024            -0.00237
   61            -0.00242             0.00089            -0.00108
   62            -0.00000            -0.00024            -0.00237
   63            -0.00242             0.00048            -0.00028
   64            -0.00493             0.00180            -0.00147
   65             0.00549            -0.00180            -0.00012
   66             0.00279            -0.00061            -0.00163
   67             0.00000             0.00024            -0.00102
